query,gold_answer,source_file,parser_type,field
"""转嫁电网投资，收取不合理费用。"" 的整改措施是什么？",制定间隔回购清单和时间表，函询业主回购意愿，对业主同意电网企业回购的工程签订预回购意向书，协助发展部2026年底对具备条件的项目做到“应回购、尽回购、合规回购”。对于后续新增10千伏间隔等配网设备，落实《GW湖北省电力有限公司关于印发10千伏及以下业扩配套电网项目优化实施方案的通知》（鄂鄂电司办〔2022〕13号）要求，核查供电方案、供用电合同产权分界点等关键信息，全面规范分界开关、DTU、TTU 等电网侧设备出资，由电网企业投资建设，做到同时施工、同时投产。,zhjgfa20260116V4 - 副本.docx,structured,整改措施
"""转嫁电网投资，收取不合理费用。"" 的整改措施是什么？",及时纠正执行偏差。对于擅自扩大用户侧继电保护装置、安全自动装置与电网侧继电保护方式的配合范围，或由用户承担电网侧继电保护装置、安全自动装置费用的情况进行排查、核实，按《发电企业投资建设新能源接网工程回购方案》 （鄂电司发展〔2025〕58 号），制定继电保护装置、安全自动装置回购清单和时间表，2026年实行回购继电保护、安全自动装置或退费。,zhjgfa20260116V4 - 副本.docx,structured,整改措施
"""转嫁电网投资，收取不合理费用。"" 的监管依据是什么？",电力监管机构对供电企业公平、无歧视开放供电市场的情况实施监管。《供电监管办法》第10条、第11条、第18条、第34条、第35条。,zhjgfa20260116V4 - 副本.docx,structured,监管依据
"""转嫁电网投资，收取不合理费用。"" 的监管依据是什么？",电力监管机构对供电企业履行电力社会普遍服务义务及电价政策和收费标准的的情况实施监管。《供电监管办法》第10条、第19条、第34条、第36条,zhjgfa20260116V4 - 副本.docx,structured,监管依据
"""转嫁电网投资，收取不合理费用。"" 的问题描述是什么？",存在转嫁10千伏及以下电网出资建设变电站接入间隔（含环网箱、开闭所、分解开关等）项目投资；违规投资新兴产业充电配套设施；10千伏迁改项目未按规定实施招标管理。存在虚假立项、重复投资或超标准建设等情况。,zhjgfa20260116V4 - 副本.docx,structured,问题描述
"""转嫁电网投资，收取不合理费用。"" 的问题描述是什么？",存在擅自扩大用户侧继电保护装置、安全自动装置与电网侧继电保护方式的配合范围；部分单位存在转嫁用户承担电网侧继电保护、违规收取保护定值整定费用等问题。,zhjgfa20260116V4 - 副本.docx,structured,问题描述
"""违规减免考核费用"" 的印证资料包括哪些？",新能源电厂“两个细则”考核全流程机制。 七、财务部,zhjgfa20260116V4 - 副本.docx,structured,印证资料
"""违规减免考核费用"" 的整改措施是什么？",按新版“两个细则”考核条款完善考核程序，建立考核计算、复核、审批、公示的全流程机制，确保“两个细则”考核规范执行。,zhjgfa20260116V4 - 副本.docx,structured,整改措施
"""违规减免考核费用"" 的监管依据是什么？",电力监管机构对供电企业履行电力社会普遍服务义务及电价政策和收费标准的的情况实施监管。《供电监管办法》第10条、第19条、第34条、第36条。,zhjgfa20260116V4 - 副本.docx,structured,监管依据
"""违规减免考核费用"" 的问题描述是什么？",新能源电厂未严格落实“两个细则”考核执行条款，考核执行流程不规范。,zhjgfa20260116V4 - 副本.docx,structured,问题描述
"""违规帮助“两高”“两违”项目申请用电"" 的印证资料包括哪些？",（1）《省经信委 省发改委 省物价局 华中电监局关于进一步规范新增高耗能项目用电业扩报装及差别电价审查工作的通知》(鄂经信电力〔2011〕330号)； （2）《关于进一步规范高耗能、高排放行业业扩报装管理的紧急通知》国家电网营销〔2011〕813号； （3）《关于开展业扩报装领域突出问题专项整治细化实施方案》（鄂电司纪发〔2023〕8号)； （4）《关于开展业扩报装领域突出问题专项整治细化实施方案》（鄂电司jz供纪发〔2023〕5号）； （5）“两违、两高”客户清单及相关资料； （6）新建小区业扩报装竣工资料； （二）电网企业利用自然垄断优势向上下游延伸方面,zhjgfa20260116V4 - 副本.docx,structured,印证资料
"""违规帮助“两高”“两违”项目申请用电"" 的整改措施是什么？",严把高耗能项目的业扩报装关，凡涉及8类高耗能行业新建项目，未经政府主管部门出具的书面审查意见，供电企业不得受理申请用电，确保合规高耗能企业(项目)正常投产。重点清查2024年以来大电量、负荷平均的大工业用电项目以及与报装容量类别容量不符或异常项目。严禁受理国有土地使用证、建设用地规划许可证、建设工程施工许可证等证照不全的新建住宅小区申请用电。,zhjgfa20260116V4 - 副本.docx,structured,整改措施
"""违规帮助“两高”“两违”项目申请用电"" 的监管依据是什么？",电力监管机构对供电企业执行国家有关节能减排和环境保护政策的情况实施监管。《供电监管办法》第24条、第34条。,zhjgfa20260116V4 - 副本.docx,structured,监管依据
"""违规帮助“两高”“两违”项目申请用电"" 的问题描述是什么？",存在违规受理国家明令禁止和限制的电解铝、铁合金、电池等“两高”（高耗能、高排放）项目的申请用电；违规帮助“两违”（违法占地、违法建设）项目申请用电；违规受理未履行节能审查或节能审查未通过即擅自开工建设项目的申请用电；未严格执行政府有关部门依法作出的对淘汰企业、关停企业或者环境违法企业采取停限电措施的决定。,zhjgfa20260116V4 - 副本.docx,structured,问题描述
"""重要电力用户检查及隐患告知、报备不规范。"" 的印证资料包括哪些？",（1）高危及重要客户管理标准化作业指导书； （2）《GWjz供电公司关于下达强化重要电力用户安全管理二十条措施的通知》（鄂电司jz供营销〔2024〕6号）； （3）关于整改jz市高危及重要客户用电安全隐患的请示； （4）关于确定jz市高危及重要电力用户名单的批复； （5）重要电力用户或自备应急电源基础档案台账。,zhjgfa20260116V4 - 副本.docx,structured,印证资料
"""重要电力用户检查及隐患告知、报备不规范。"" 的整改措施是什么？",开展重要电力日常监管。依照《用电检查规范》（GB T43456-2023）要求，对于检查发现的用电安全缺陷隐患，应现场开具《用电检查结果通知书》，由用户签字认可。严格规范隐患报备管理。对于检查发现的用电安全缺陷隐患，属地供电单位要及时函报属地政府主管部门。对重要电力用户供电方案答复提级管控。,zhjgfa20260116V4 - 副本.docx,structured,整改措施
"""重要电力用户检查及隐患告知、报备不规范。"" 的监管依据是什么？",电力监管机构对供电企业保障供电安全的情况实施监管。《供电监管办法》第9条、第34条。,zhjgfa20260116V4 - 副本.docx,structured,监管依据
"""重要电力用户检查及隐患告知、报备不规范。"" 的问题描述是什么？",建立重要电力用户或自备应急电源基础档案数据库不全；对重要电力日常监管不力；对发现用电设施存在安全隐患，部分单位未报备属地电力主管部门；对重要电力用户供电方案答复未按国家规定配置电源或自备应急电源。,zhjgfa20260116V4 - 副本.docx,structured,问题描述
10千伏及以下业扩配套适用范围有哪些？,10千伏及以下业扩配套电网项目，是指为满足客户新装、增容、“转改直”等业扩报装需求引起的10千伏及以下电业等级的公共电网（含变电站间隔、开闭所、环网箱、变压器、配电线路、用户分界开关、计量互感器等）新建或改造，由电网企业投资且在综合计划下达阶段未能对应项目明细的专项工程项目。（摘自鄂电司办〔2022〕13号）,业扩报装合规管理问答11112.docx,qa,
“三指定”主要表现形式有哪些？,（一）直接指定设计、施工、设备材料供应单位 （二）授意特定单位介入业扩报装环节 （三）设置供电方案答复门槛影响用户选择设计、施工 或设备材料供应单位 （四）设置审查、检验门槛影响用户选择设计、施工单位 （五）设置接电门槛影响用户选择施工单位 （六）指定特定单位代建政府工程或用户受电工程 （七）供电企业与原集体企业混同经营、人员交叉混岗 （八）超承载能力承揽用户受电工程。（摘自营销营商〔2025〕71 号）,业扩报装合规管理问答11112.docx,qa,
“三零”服务具体对象？以及办理时限要求？,全力支持民营经济发展壮大，将低压办“电零投资”扩大至160千瓦及以下各类民营经济组织，鼓励有条件的地区进一步提升低压接入容量上线。低压用户全过程办电时间，无电力外线工程的不超过5个工作日，有电力外线工程的不超过15个工作日。（摘自发改能源规〔2025〕624号）,业扩报装合规管理问答11112.docx,qa,
“转改直”用电主体投资界面如何界定？,1.存量园区、商业综合体、写字楼、小区底商。在城镇规划建设用地范围内，供电企业的投资界面应延伸至专用变压器高压进线开关（含终端计量装置）。,业扩报装合规管理问答11112.docx,qa,
与储备土地直接相关电力接入工程分担界面？,与储备土地直接相关的市政配套基础建设工程（以 下简称“储备土地项目”）费用按规定纳入土地开发支出，不得由供电企业负担。（储备土地项目是指通过出让或划拨等方式取得土地使用权的城镇规划建设用地范围内项目）。 新建居住区（包含拆迁换建，不含改造）电力接入工程范围为公共电网至居住区建筑区划红线内公共开关站、前置环网柜、分接箱等设备。园区及其他用户电力接入工程范围为公共电网至用户建筑红线外第一断路器（第一支持物）或用户建筑红线内分界开关站等设备。（摘自荆发改价格〔2023〕149号）,业扩报装合规管理问答11112.docx,qa,
与非储备土地项目相关电力接入工程分担界面？,除低压小微企业、储备土地项目以外的各电压等级 用户电力接入工程（以下简称“非储备土地项目”），电气工程由供电企业承担投资建设，土建工程由政府承担投资建设。电气工程包括供电电源的确定、不同电压等级用户接入方式、配电所及环网柜接线方式、设备选型等；土建工程包括项目用电所需的线路通道、电缆管沟廊道、设备及杆塔土建基础等市政配套基础设施的建设。,业扩报装合规管理问答11112.docx,qa,
什么是“三零”“三省”服务？,低压小微企业用电报装“三零”服务，即“零上门、零审批、零投资”。高压用电报装“三省”服务，即“省力、省时、省钱”。（摘自发改能源规〔2020〕1479号）,业扩报装合规管理问答11112.docx,qa,
什么是“四厘清、一强化”？,“四厘清：,业扩报装合规管理问答11112.docx,qa,
什么是用户受电工程行为“三指定”？,用户受电工程“三指定”行为是指供电企业直接、间接或者变相制定用户受电工程设计、施工和设备材料供应单位，限制或排斥其他单位的公平竞争。侵犯用户自由选择权的行为。 施工单位包括承装（修、试）电力设施单位和工程监理单位。设备材料供应单位包括材料供应商和设备材料生产厂家。（摘自国能发监管〔2020〕65 号）,业扩报装合规管理问答11112.docx,qa,
什么是电力接入工程，工程范围包括哪些？,电力接入工程是指2021 年3月1 日后通过出让或划拨取得土地使用权的城镇规划建设用地范围内项目，用户申请新装引起的用户外部接入工程。电力接入工程范围包括从用户建筑区划红线外（用户受电点）连接至公共电网（公共电网指10 千伏及以上供电接入点，含变电站、环网柜、开闭所、电杆、配电室等供配电设施）发生的入网工程建设，不包含用户提出的超标准报装或个性化需求专项服务。（摘自荆发改价格〔2023〕149号）,业扩报装合规管理问答11112.docx,qa,
供电企业与用户产权及运行维护范围是如何规定？,供电设施的运行维护管理范围，按照产权归属确定。产权归属不明确的，责任分界点按照下列各项确定： （一）公用低压线路供电的，以电能表前的供电接户线 用户端最后支持物为分界点，支持物属供电企业； （二）10（6、20）千伏以下公用高压线路供电的，以用户厂界外或配电室前的第一断路器或第一支持物为分界点，第一断路器或第一支持物属供电企业； （三）35 千伏以上公用高压线路供电的，以用户厂界外或用户变电站外第一基电杆为分界点，第一基电杆属供电 企业； （四）采用电缆供电的，本着便于维护管理的原则，分 界点由供电企业与用户协商确定； （五）产权属于用户且由用户运行维护的线路，以公用 线路分支杆或专用线路接引的公用变电站外第一基电杆为分界点，专用线路第一基电杆属用户。 在电气上的具体分界点，由供用双方协商确定。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
供电方案答复时间是如何规定的？,供电企业对已受理的用电申请，应当尽快确定供电方案，在下列期限内正式书面通知用户：低压用户不超过三个工作日，高压单电源用户不超过十个工作日，高压双电源用户不超过二十个工作日。若不能如期确定供电方案时，供电企业应当向用户说明原因。用户对供电企业答复的供电方案有不同意见时，应当在一个月内提出意见，双方可以再行协商确定。用户应当根据确定的供电方案进行受电工程设计。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
供电环节取消和免收费用项目有哪些？,取消供电企业及其所属或委托的安装工程公司在用电报装工程验收接入环节向用户收取的移表费、计量装置赔偿费、环境监测费、高压电缆介损试验费、高压电缆震荡波试验费、低压电缆试验费、低压计量检测费、互感器试验费、网络自动化费、配电室试验费、开闭站集资费、调试费等类似名目费用。（摘自国办函〔2020〕129号） 变电站间隔占用费、计量装置校验费、电力负荷管理终端设备费、临时接电费以及电卡补办工本费、复电费、更名过户费、保护定值计算费、电力客户设备接入电网时的带电作业费、交接试验费，以及余热、余压、余气自备电厂系统备用费及政策性交叉补贴。（摘自鄂价环资〔2018〕88号）、,业扩报装合规管理问答11112.docx,qa,
充电桩报装收集的材料有哪些？,1）自用桩报装材料包括：购车意向协议或购车发票、申请人有效身份证明、国定车位产权或一年以上（含一年）使用权证明、停车位（库）平面图或现场环境照片、物业出具（无物业管理小区由业委会和居委会出具）的同意安装充电桩的证明材料。 公用桩报装材料包括：企业营业执照、停车位平面图、产权人同意建设公用桩的证明、物业同意（无物业管理小区由业委会和居委会出具）的公用桩建设和施工方案等资料。（摘自发改能源[2016]1611号）,业扩报装合规管理问答11112.docx,qa,
办理用电报装需要哪些环节，及时限规定？,低压用户：2个（业务受理、装表接电），实行“三零”服务的低压用户全过程办电时间，无电力外线工程的不超过5 个工作日，有电力外线工程的不超过15 个工作日。 涉及10KV及以上公共电网升级改造的，供电企业应同步建设配套电网，及时保障用户用电需求；电网升级改造工期无法满足接电时限规定的，应明确工期完成时限，并报送国家能源局派出机构及地方能源（电力）主管部门备案。 高压单电源用户：6个6个（申请受理、供电方案答复、设计审查（重要用户）、中间检查（重要用户）、竣工验收、装表接电），全过程办电时间22个工作日。 高压双电源用户：6个（申请受理、供电方案答复、设计审查（重要用户）、中间检查（重要用户）、竣工验收、装表接电），全过程办电时间32个工作日。（摘自发改能源规〔2025〕624号）,业扩报装合规管理问答11112.docx,qa,
功率因数考核的标准值及其适用范围？,1）功率因数标准0.90，适用于160千伏安以上的高压供电工业用户（包括社队工业用户）、装有带负荷调整电压装置的高压供电电力用户和3200千伏安及以上的高压供电电力排灌站； 2）功率因数标准0.85，适用于100千伏安（千瓦）及以上的其他工业用户（包括社队工业用户），100千伏安（千瓦）及以上的非工业用户和100千伏安（千瓦）及以上的电力排灌站； 3）功率因数标准0.80，适用于100千伏安（千瓦）及以上的农业用户和趸售用户，但大工业用户未划由电业直接管理的趸售用户，功率因数标准应为0.85。（摘自（83）水电财字第215号文件）,业扩报装合规管理问答11112.docx,qa,
国家对计量装置等收费有什么规定？,严禁政府部门、相关机构对供水供电供气供暖计量装置强制检定收费；供水供电供气供热企业或用户自愿委托相关机构对计量装置进行检定的，按照“谁委托、谁付费”原则，检定费用由委托方支付，但计量装置经检定确有问题的，由供水供电供气供热企业承担检定费用，并免费为用户更换合格的计量装置。严禁向用户收取水电气热计量装置费用。任何单位代收供水供电供气供暖费时，严禁向用户加收额外费用。,业扩报装合规管理问答11112.docx,qa,
对于“转改直”用户要求有哪些？,对于具备独立产权的终端用户，经产权单位与供电公司协商，将供电设施一次性建设或改造，双方签订配电设施移交协议后整体移交供电企业。配电工程履行移交程序后，供电企业负责直接抄表、服务到户。 对不对于具备独立产权的终端用户，在满足固定区域国定且物理空间隔离、提供终端用户物理空间分割资料和相关权属证明的情况下。由产权单位将供配电设施一次性改造到位，签订配电设施移交协议后整体移交给供电企业，实现直抄到户。（摘自鄂能源调度〔2022〕16号）,业扩报装合规管理问答11112.docx,qa,
对于春灌秋收、炒茶烤烟、地摊夜市等临时性、流动性用电需求，应如何做？,供电企业应配合地方政府做好便民接电点规划建设，通过“扫码用电”等模式为群众提供免报装、快用电服务。,业扩报装合规管理问答11112.docx,qa,
对于用户新装（增装）受电工程执行标准如何规定？,用户新装、增装或改装受电工程的设计安装、试验与运行应当符合国家有关标准；国家尚未制定标准的，应当符合电力行业标准；国家和电力行业尚未制定标准的，应当符合省（自治区、直辖市）电力管理部门的规定和规程。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
新建居住区供电设施有什么规定？,新建居住区供电方式应当符合国家相关政策要求及技术标准。新建居住区居民住宅供电设施应当按照一户一表标准进行建设。新建居住区的固定车位应当按照规定建设充电基础设施或预留安装条件，满足直接装表接电要求。居民自用充电桩用电按照国家相关政策要求及技术标准配置。 预留安装条件是指预留变压器容量，并将低压主干线、分支箱、低压分支线、集中表箱、电缆通道等表箱前电气和土建工程一次性建设到位，表箱后线缆通道建设至每一车位，预留好充电桩安装条件。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
新建居住区供电设施配比系数是怎么规定的？,单台配变容量原则采用不超过800kVA，最大配变容量不宜超过1000kVA。低压供电线路供电半径不宜超过250m。住宅用电负荷的配比系数宜不小于0.5，公共设施用电负荷宜按1.0 系数配置。（摘自DL/T 5700-2014\GB/T 36040-2018） 居民住宅小区内车位宜按有序充电方式计算用电负荷，每个充电桩宜按7kW 计算，专用固定车位同时系数一般选0.3，公共车位同时系数一般选0.4。居民小区内充电设施全部采用有序充电或V2G 模式的，负荷计算中的系数可取0.2。(摘自鄂电司营销〔2023〕8号),业扩报装合规管理问答11112.docx,qa,
新建居民住宅小区供电设施电源建设要求？,新建居民住宅小区供电设施应当按照国家相关政策要求及技术标准进行建设。其中： （一）高层小区一级负荷应当采用双重电源供电；特级 负荷除双重电源供电外，还应增设应急电源供电，并严禁将 其他负荷接入应急供电系统；二级负荷宜采用双回线路供电； 新建居民住宅小区应当合理规划确定配用电设施位置，满足防洪防涝相关要求，设置应急移动电源接口。（摘自《供电营业规则》、GB 55024-2022） 住宅小区一级负荷，一般包括一类高层住宅建筑中的安全防范系统、航空障碍照明、值班照明、警卫照明、客梯、排水泵、生活供水泵等。其中，高度150 米及以上的一类高层住宅建筑中的安全防范系统、航空障碍照明等为特级负荷。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
用户侧计量装置出资方式是如何规定的？,电能表出资：高压新装或增容电能表，低压零散新装或增容电能表及表箱，分布式电源新装或增容电能表及表箱，由公司出资。新住配工程电能表，由公司出资，按2024年6月1日及以后正式答复供电方案时间执行。具备“一户一表”改造条件的非电网直供用户，按照“一次性建设或改造、整体移交”原则，终端用户电能表由公司出资。 互感器出资：零散新装或增容、分布式电源新装或增容、新住配工程、“一户一表”改造等配套的低压互感器， 由公司出资。高压新装或增容涉及10（20）千伏计量专用互感器由公司出资。 35千伏及以上互感器通常纳入高压用户成套设备一并设计、采购，对用户成套设备中符合国家标准要求的自备互感器，经计量检定合格后可作为计费互感器。 安装调试费用：计量装置的采购、安装、调试费由同一主体投资。（摘自鄂电司营销〔2025〕6号）,业扩报装合规管理问答11112.docx,qa,
用户在用电报装受理环节需提供哪些材料？,用户申请新装或增容时，应当向供电企业提供以下申请资料： （一）低压用户需提供用电人有效身份证件、用电地址物权证件；居民自用充电桩需按照国家有关规定提供相关材料； （二）高压用户需提供用电人有效身份证件、用电地址 物权证件、用电工程项目批准文件、用电设备清单，国家政 策另有规定的，按照相关规定执行。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
用户在电网高峰负荷时的功率因数的规定？,100 千伏安以上高压供电的电力用户，在高峰负荷时段的功率因数不宜低于0.95；其他电力用户和大、中型电力排灌站，功率因数不宜低于0.85；农业用电功率因数不宜低于0.80。在低谷时段不应向电网返送无功。（摘自GB/T43025-2023） 凡功率因数不能达到上述规定的新用户，供电企业可以拒绝接电。对已送电的用户，供电企业应当督促和帮助用户 采取措施，提高功率因数。对在规定期限内仍未采取措施达到上述要求的用户，供电企业可以中止或限制供电。功率因 数调整电费办法按照国家规定执行。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
用户工程竣工验收需要提供哪些资料及规定？,用户受电工程施工、试验完工后，应当向供电企业提出竣工检验申请，并提供工程竣工报告。报告应当包括： （一）施工、试验单位资质证明材料： （二）工程竣工图及说明； （三）电气试验及保护整定调试记录； （四）安全用具的试验报告； （五）隐蔽工程的施工及试验记录； （六）运行管理的有关规定和制度； （七）值班人员名单及资格； （八）供电企业认为必要的其他资料或记录。 供电企业接到用户的受电装置竣工报告及检验申请后，应当及时组织审核竣工资料，对投运后可能影响公共电网安全运行的涉网设备进行检验。对检验不合格的，供电企业应当一次性向用户提出书面意见。用户应当按照书面意见予以整改，直至合格。单次检验时间不超过三个工作日。检验合格后，供电企业应当与用户协商确定装表接电时间，装表接电时间不超过三个工作日。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
用户申请临时用电有哪些规定？,对基建工地、农田水利、市政建设等非永久性用电，可以供给临时电源。临时用电期限一般不得超过三年，如需办理延期的，应当在到期前向供电企业提出申请；逾期不办理延期或永久性正式用电手续的，供电企业应当终止供电。使用临时电源的用户不得向外转供电，不得私自改变用电类别，供电企业不受理除更名、过户、销户、变更交费方式及联系人信息以外的变更业务。临时用电不得作为正式用电使用，如需改为正式用电，应当按照新装用电办理。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
用户红线外工程及新建住宅供电配套工程是怎么规定的，执行时间是怎么规定的？,自2021年3月1日起，在城镇规划建设用地范围内，供水供电供气供热企业的投资界面应延伸至用户建筑区划红线，除法律法规和相关政策另有规定外，不得由用户承担建筑区划红线外发生的任何费用。新建商品房、保障性住房等建筑区划红线内供水供电供气供暖管线及配套设备设施的建设安装费用统一纳入房屋开发建设成本，不得另外向买受人收取；投入使用后，可依法依规移交给供水供电供气供热企业实行专业化运营管理，相关运行维护等费用纳入企业经营成本。（摘自国办函〔2020〕129号）,业扩报装合规管理问答11112.docx,qa,
省侧对“三零”出资界面是如何界定的？,采用低压方式供电的，以电能表为投资分界点，分界点电源侧供电设施（含电能表）由供电公司出资建设，分界点负荷侧受电设施由客户自行建设。对通信基站、交通信号灯、监控设备、路灯（景观灯）等批量用电项目以及基建工地、农田水利、市政建设等非永久性用电项目，供电公司可在不延伸公用供电设施的条件下就近供电，电能表安装位置应靠近电源侧；其他所有低压报装用电项目，由供电公司出资建设至客户规划用地红线，电能表安装位置尽可能靠近客户侧。,业扩报装合规管理问答11112.docx,qa,
省侧对“三零”政策具体执行范围？,低压“零费用”接入范围公司范围内所有居民用户和报装容量100千瓦及以下的非居民用电报装，以低压方式供电“零费用”接入。除政府部门、公共服务及管理组织和国有大中型企业外的所有取得工商营业执照的小微企业用电，低压接入容量放宽至160千瓦。（摘自鄂电司营销〔2022〕51号）,业扩报装合规管理问答11112.docx,qa,
确定用户用电电压等级的一般要求有哪些？,用户的供电电压等级应根据当地电网条件、用户分级、用电最大需量或受电设备总容量，及远期规划需求容量，经过技术经济比较后确定，供电电业等级见附表表1 10KV及以上电压等级供电的用户，当单回路电源线路容量不满足负荷需求且附近无上一及电压等级供电时，可合理增加供电回路数，采取多回路供电。（摘自GB/T43025-2023）,业扩报装合规管理问答11112.docx,qa,
营商环境三个一批是什么？到2029年建成哪“五化”？,三个一批是指：打造一批具有较强国际竞争优势的用电营商环境一流城市，建设一批具有引领示范作用的用电营商环境先进地区，发展一批具有区域影响力的用电营商环境特色城镇和乡村。五化是指：基本建成办电便捷化、供电高质化、用电绿色化、服务普惠化、监管协同化。,业扩报装合规管理问答11112.docx,qa,
重要电力用户是如何界定的？,重要电力用户是指国家或者地区（城市）的社会、政治、经济生活中占有重要地位，供电中断将可能造成人身伤亡、较大环境污染、较大政治影响、较大经济损失、社会公共秩序严重混乱的用电单位或供电可靠性有特需要求的用电场所。重要电力用户的认定按电力安全事故应急处置和调查处理条例要求，由县级以上地方政府电力主管部门组织供电企业和用户统一开展，采取一次认定，每年审核新增和变更的重要电力用户。（摘自GB/T2938-2018）,业扩报装合规管理问答11112.docx,qa,
高压供电方案的有效期是如何规定的？,高压供电方案的有效期为一年，低压供电方案的有效期为三个月。用户应当在有效期内依据供电方案开工建设受电工程，逾期不开工的，供电方案失效。用户遇有特殊情况，需延长供电方案有效期的，应当在有效期到期前十日向供电企业提出申请，供电企业应当视情况予以办理延长手续，但延长时间不得超过前款规定期限。 开工建设是指高压用户完成受电工程设计，签订施工合同和设备采购合同，并进场实施；低压用户受电装置开始进场安装。（摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
高压供电的用户工程设计需要提供哪些资料？,高压供电的用户应当提供设计单位资质证明材料、受电工程设计及说明书，一式两份送交供电企业。其中受电工程设计及说明书应当包括： （一）用电负荷分布图； （二）负荷组成、性质及保安负荷； （三）主要电气设备一览表； （四）影响电能质量的用电设备清单； （五）节能篇及主要生产设备、生产工艺耗电以及允许中断供电时间； （六）高压受电设施一、二次接线图与平面布置图； （七）用电功率因数计算及无功补偿方式； （八）继电保护、过电压保护及电能计量装置的方式； （九）隐蔽工程设计资料； （十）配电网络布置图； （十一）自备应急电源及接线方式。 （摘自《供电营业规则》）,业扩报装合规管理问答11112.docx,qa,
高可靠性收费标准及适用范围？,对于申请新装及增容用电容量的两路及以上多回路供电（含备用电源和保安电源）用电户，除供电容量最大的供电回路外，对其余供电回路应当收取高可靠性费用。应纳入高可靠性供电收费范围的从用户建筑区划红线连接至公用供电线路（含变电站、开闭所、环网箱、线路T接杆塔等）的电力接入工程，由供电企业或地方政府投资建设的，执行“非用户自建”标准；其他情况下均执行“用户自建”标准。利用架空线和地下电缆混合供电的，按照和线路长度加权平均计算高可靠性费用。（摘自鄂发改价管〔2025〕）72),业扩报装合规管理问答11112.docx,qa,
“可观、可测、可调、可控”的四可技术要求具体内容是什么？,可观：分布式光伏发电项目的运行状态可被实时监控，包括设备性能、环境参数、电力输出等关键数据。 可测：分布式光伏发电项目对发电功率、电压、电流等数据具备准确测量能力。 可调：分布式光伏发电项目可根据电网负荷需求调节电站的有功/无功功率输出。 可控：确保分布式光伏发电项目可被电网远程或自动化控制。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
“申请接入电网”是指什么时间？,收到分布式光伏发电项目并网意向书后，电网企业需要以分布式光伏发电接入电网承载力及提升措施评估结果为依据，出具并网意见。对于允许并网的项目，需要预留合理的电网承载力裕度，保障其能按期并网。可开放容量不足时，应以资料符合要求的分布式光伏发电项目并网意向书受理时间为准，按顺序做好登记。,分布式光伏管理基础问答45问45答（根据政策文件更新）.docx,qa,
